ordinal	counterfactual_index	witness_ordinal	from_aspect	to_aspect	rule_style	match_path	source_path	target_path	arena_path	witness_arena_path	trit_delta	closure_effect	color_hex	semantic_cost	fingerprint
1108	1108	80	palette_interface_object	trit_tick_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#8E30FF	0.911273	0x72f232994732a8e9
1109	1109	80	palette_interface_object	rng_determinism_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#019C77	1.332918	0x02e8a8fd38fbe7f0
1110	1110	80	palette_interface_object	parallel_invariance_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#0C3E47	1.494826	0x234264275f4c1ae3
1111	1111	80	palette_interface_object	lisp_semantics_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#CA2D30	0.890486	0x188f02e541ef284e
1112	1112	80	palette_interface_object	entropy_source_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#E1B7D4	1.276175	0x87d1a32e23feadb3
1113	1113	80	palette_interface_object	propagator_cell_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#8BD5EA	0.859361	0x33d597019d7a38ed
1114	1114	80	palette_interface_object	abductive_world_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#923C48	1.502283	0x3516a62f1c9ce4fe
1115	1115	80	palette_interface_object	fuzz_soundness_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#F19C75	1.19023	0xe585093913b43bb6
1116	1116	80	palette_interface_object	ternary_regression_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#4EB492	0.450861	0x0245f1ef74c0be38
1117	1117	80	palette_interface_object	nonriemannian_gate_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#B9C172	1.23079	0x526ebb43012a2d41
1118	1118	80	palette_interface_object	exa_loop_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#A10C5E	1.173154	0xa16c301cf4c5fc07
1119	1119	80	palette_interface_object	aqua_hygiene_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#75CD5C	0.809412	0x7a90a3b3fc6b7aa0
1120	1120	80	palette_interface_object	scip_catcolab_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#ED45BF	1.220934	0x59372413b94f58df
1121	1121	81	lisp_semantics_object	color_space_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#C02B83	1.225729	0xa69ca02d9ef66019
1122	1122	81	lisp_semantics_object	trit_tick_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#824CB7	0.940696	0x24e0f1ee44c028a7
1123	1123	81	lisp_semantics_object	rng_determinism_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#3663EF	0.265105	0x5390e138ccef0890
1124	1124	81	lisp_semantics_object	parallel_invariance_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#8B825D	1.124111	0x1409d3da48808654
1125	1125	81	lisp_semantics_object	palette_interface_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#5EA448	1.185109	0x35f852774ff0edc5
1126	1126	81	lisp_semantics_object	entropy_source_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#7B3E73	0.923409	0x1a2f0224654aba47
1127	1127	81	lisp_semantics_object	propagator_cell_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#CC6EBA	0.443417	0xe61cb89b9940d254
1128	1128	81	lisp_semantics_object	abductive_world_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#E77D20	0.979529	0x441d7ea9c2e28fa7
1129	1129	81	lisp_semantics_object	fuzz_soundness_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#5EB696	0.659814	0x0f56b6478e39a0b7
1130	1130	81	lisp_semantics_object	ternary_regression_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#82A460	1.029133	0x7b09d3e3b9eefd9d
1131	1131	81	lisp_semantics_object	nonriemannian_gate_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#93B367	0.338802	0x5a12f2008fc4e96a
1132	1132	81	lisp_semantics_object	exa_loop_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#4627B3	0.921765	0xe8b3d0c7665e595f
1133	1133	81	lisp_semantics_object	aqua_hygiene_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#A32AF5	1.148888	0x13d35463c0480292
1134	1134	81	lisp_semantics_object	scip_catcolab_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#1E9F50	1.035992	0x63e157163d40c35f
1135	1135	82	entropy_source_object	color_space_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#80B337	0.45069	0x4635c51ca6e15322
1136	1136	82	entropy_source_object	trit_tick_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#A10659	1.019989	0xbee7f643da98e118
1137	1137	82	entropy_source_object	rng_determinism_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#C8744B	1.44198	0xcb6597e2feada298
1138	1138	82	entropy_source_object	parallel_invariance_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#43D870	0.845587	0x65ddbafbf6c2619b
1139	1139	82	entropy_source_object	palette_interface_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#A6358F	1.017453	0x98e5f07cc2f05c11
1140	1140	82	entropy_source_object	lisp_semantics_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#DDAA8B	1.207641	0x58741eefa87722eb
1141	1141	82	entropy_source_object	propagator_cell_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#D75535	1.46397	0x19ed150edddb050f
1142	1142	82	entropy_source_object	abductive_world_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#37440A	0.520832	0x43cd1cd978f9895d
1143	1143	82	entropy_source_object	fuzz_soundness_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#9BDD97	1.230467	0x4fc9076ecb3f31ef
1144	1144	82	entropy_source_object	ternary_regression_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#2A9965	1.297314	0xd7b03efe0c236763
1145	1145	82	entropy_source_object	nonriemannian_gate_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#4FFDBA	1.156601	0x0527d86a2c16275e
1146	1146	82	entropy_source_object	exa_loop_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#D51D8D	0.569087	0x99bf26fd1589554b
1147	1147	82	entropy_source_object	aqua_hygiene_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#1B23C5	0.727095	0x3eddeec896906690
1148	1148	82	entropy_source_object	scip_catcolab_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#155250	0.75127	0x25a828b9e70a25ad
1149	1149	83	propagator_cell_object	color_space_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#A7DFEB	0.667611	0xf01d2ad030d37d52
1150	1150	83	propagator_cell_object	trit_tick_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#6240A6	0.087777	0xe5bfad4a9659132d
1151	1151	83	propagator_cell_object	rng_determinism_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#BECEA3	0.852227	0xf474baa49ef90e9b
1152	1152	83	propagator_cell_object	parallel_invariance_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#22FDE0	1.267885	0x6e3a5f1463f3194c
1153	1153	83	propagator_cell_object	palette_interface_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#001B49	0.635572	0x80dfe2f120b2adc9
1154	1154	83	propagator_cell_object	lisp_semantics_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#424636	0.981876	0xf7bef63ee9262567
1155	1155	83	propagator_cell_object	entropy_source_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#0DE110	1.117206	0xb4ec6515cd6516c6
1156	1156	83	propagator_cell_object	abductive_world_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#3D3717	0.953561	0xbf970c6be8d1dfac
1157	1157	83	propagator_cell_object	fuzz_soundness_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#BA1CD0	1.175741	0x71bf7319db726eec
1158	1158	83	propagator_cell_object	ternary_regression_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#0DCB9F	0.440282	0x7ae1ffc57963ca5e
1159	1159	83	propagator_cell_object	nonriemannian_gate_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#9093C7	0.637046	0x27eca748d1ffe375
1160	1160	83	propagator_cell_object	exa_loop_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#4A2518	0.507876	0x8d86a76c6f5e604c
1161	1161	83	propagator_cell_object	aqua_hygiene_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#ABED0A	0.34754	0x36a5a8ed6ed9e1f5
1162	1162	83	propagator_cell_object	scip_catcolab_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#C220FE	1.086295	0xc33e6dfbecfada74
1163	1163	84	abductive_world_object	color_space_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#053DDC	1.435455	0x83b3d41ca500df0b
1164	1164	84	abductive_world_object	trit_tick_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#16EF44	1.165843	0xf2a88d4aae549743
1165	1165	84	abductive_world_object	rng_determinism_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#779ADA	0.572683	0x77c16cbe56f1437e
1166	1166	84	abductive_world_object	parallel_invariance_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#B77FD6	1.196951	0x7ead514b6e006faf
1167	1167	84	abductive_world_object	palette_interface_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#FD1D4A	1.129528	0xac7352dc3db68fe2
1168	1168	84	abductive_world_object	lisp_semantics_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#C239C6	0.469246	0x511626317b4efe92
1169	1169	84	abductive_world_object	entropy_source_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#336CC8	0.957602	0x27bd3233e88f2869
1170	1170	84	abductive_world_object	propagator_cell_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#D861B7	0.592394	0x86ce3b3512a99855
1171	1171	84	abductive_world_object	fuzz_soundness_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#28D730	0.522993	0x09dc2e5dce16472f
1172	1172	84	abductive_world_object	ternary_regression_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#41FD3E	1.017813	0x891a1c5996bec470
1173	1173	84	abductive_world_object	nonriemannian_gate_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#2065CF	0.609952	0x34cbb8584d2e2cc8
1174	1174	84	abductive_world_object	exa_loop_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#58E51A	1.108605	0xb40a05904b7ac96f
1175	1175	84	abductive_world_object	aqua_hygiene_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#0CDC6C	1.266518	0xd381c0d83ffc14c6
1176	1176	84	abductive_world_object	scip_catcolab_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#880035	1.065094	0xdae6762c00cbe814
1177	1177	85	fuzz_soundness_object	color_space_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#2797A5	0.683985	0x645e081e84fbc0b3
1178	1178	85	fuzz_soundness_object	trit_tick_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#8AD163	0.895446	0xae985cb8e7f5dc23
1179	1179	85	fuzz_soundness_object	rng_determinism_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#727FCA	0.881273	0xe5967467125e6338
1180	1180	85	fuzz_soundness_object	parallel_invariance_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#5CB135	0.759884	0xfdbdb5b423c3533e
1181	1181	85	fuzz_soundness_object	palette_interface_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#3644C3	1.370824	0xc03b9a413c129bd8
1182	1182	85	fuzz_soundness_object	lisp_semantics_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#6E08E3	1.224531	0xda86672ef6ceb562
1183	1183	85	fuzz_soundness_object	entropy_source_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#21041B	0.724164	0x863066607690c668
1184	1184	85	fuzz_soundness_object	propagator_cell_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#F41764	1.012852	0x38a1fb63a707c147
1185	1185	85	fuzz_soundness_object	abductive_world_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#A5CDAA	1.032308	0x3198a9a657bcacc0
1186	1186	85	fuzz_soundness_object	ternary_regression_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#1F1796	1.337822	0x1087e243ac15bf8b
1187	1187	85	fuzz_soundness_object	nonriemannian_gate_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#3639CD	0.775498	0xf8780f1fe6eaac7e
1188	1188	85	fuzz_soundness_object	exa_loop_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#6B8BEE	0.56266	0xd6e2505d822c4efd
1189	1189	85	fuzz_soundness_object	aqua_hygiene_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#84A485	1.108664	0x23b1d5dcb23776b1
1190	1190	85	fuzz_soundness_object	scip_catcolab_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#7AAB02	1.347959	0x13bfd7e9c2733128
1191	1191	86	ternary_regression_object	color_space_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#F99D4B	0.877796	0x037968e24f2c3ebd
1192	1192	86	ternary_regression_object	trit_tick_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#14A920	0.586022	0x2fc70d5047174e76
1193	1193	86	ternary_regression_object	rng_determinism_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#225FB6	1.205281	0x47e74c07939f55b8
1194	1194	86	ternary_regression_object	parallel_invariance_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#952BDF	0.841657	0x0fcff01f45a873c7
1195	1195	86	ternary_regression_object	palette_interface_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#EEEA6A	0.460964	0x329ee375a49be9ce
1196	1196	86	ternary_regression_object	lisp_semantics_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#0E19F2	0.856095	0x03bac24b718b9206
1197	1197	86	ternary_regression_object	entropy_source_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#7ABAF8	0.805634	0x9f86d69ab4753854
1198	1198	86	ternary_regression_object	propagator_cell_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#A3C36A	0.796378	0xd1a88699c34a4b15
1199	1199	86	ternary_regression_object	abductive_world_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#745F33	0.64147	0x1b3cc285dbf72210
1200	1200	86	ternary_regression_object	fuzz_soundness_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#7A37BE	1.19639	0x31c78c7935ac672d
1201	1201	86	ternary_regression_object	nonriemannian_gate_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#8AC90C	0.923239	0x0701ef743cd4abb9
1202	1202	86	ternary_regression_object	exa_loop_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#F31AF8	0.736531	0xd9ff0eb9a484082e
1203	1203	86	ternary_regression_object	aqua_hygiene_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#B1464C	0.334462	0x549257c37a8a6245
1204	1204	86	ternary_regression_object	scip_catcolab_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#40AE63	0.643261	0x1a054c745b43aebf
1205	1205	87	nonriemannian_gate_object	color_space_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#7FCC7B	0.989197	0x0b06e0c560b6eadc
1206	1206	87	nonriemannian_gate_object	trit_tick_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#56A7D2	0.970416	0xfcca95dd88700357
1207	1207	87	nonriemannian_gate_object	rng_determinism_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#795A45	0.785382	0x96fe0102c906c4a3
1208	1208	87	nonriemannian_gate_object	parallel_invariance_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#302EF3	0.716384	0xb1baf214e03f4c78
1209	1209	87	nonriemannian_gate_object	palette_interface_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#756101	1.083594	0x954417683067d282
1210	1210	87	nonriemannian_gate_object	lisp_semantics_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#BD7AA1	0.659535	0xc888874be7558f0a
1211	1211	87	nonriemannian_gate_object	entropy_source_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#F41BFD	0.754058	0x732f04b582b1fdda
1212	1212	87	nonriemannian_gate_object	propagator_cell_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#86F1F4	1.059099	0x1ee1d4b95fdf31d1
1213	1213	87	nonriemannian_gate_object	abductive_world_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#FB88B8	0.422457	0x55dc97062c6f9f87
1214	1214	87	nonriemannian_gate_object	fuzz_soundness_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#9F8256	1.13908	0xe2a1553bc5431357
1215	1215	87	nonriemannian_gate_object	ternary_regression_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#58EDE3	1.302635	0x7efdeaa9870bc5fc
1216	1216	87	nonriemannian_gate_object	exa_loop_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#A13065	0.832221	0x13d1b367280299cf
